SEGMENT,DISTANCE,ANGLE
SO,575.307434097828,1.4132215623730946
RS,547.261420124678,1.4132215623730946
MP,314.674260812816,1.4132215623730946
BH,345.647169133745,1.4132215623730946
AG,345.493407936849,1.4132225623730945
TG,1127.93174894485,1.4132225623730945
AT,1245.34417978101,1.4132225623730945
RO,314.534322726945,1.4132225623730945
SO,575.052806182225,1.4132225623730945
RS,547.018023106649,1.4132225623730945
MP,314.534322727022,1.4132225623730945
BH,345.493407936732,1.4132225623730945
AG,345.339646890530,1.4132235623730944
TG,1127.43218242734,1.4132235623730944
AT,1244.79129408928,1.4132235623730944
RO,314.394384738400,1.4132235623730944
SO,574.798177350495,1.4132235623730944
RS,546.774626279644,1.4132235623730944
MP,314.394384738316,1.4132235623730944
BH,345.339646890394,1.4132235623730944
AG,345.185885994727,1.4132245623730944
TG,1126.93261421154,1.4132245623730944
AT,1244.23840769895,1.4132245623730944
RO,314.254446846777,1.4132245623730944
SO,574.543547602616,1.4132245623730944
RS,546.531229643517,1.4132245623730944
MP,314.254446846978,1.4132245623730944
BH,345.185885994806,1.4132245623730944
AG,345.032125249562,1.4132255623730943
TG,1126.43304429827,1.4132255623730943
AT,1243.68552061046,1.4132255623730943
RO,314.114509052788,1.4132255623730943
SO,574.288916938984,1.4132255623730943
RS,546.287833198550,1.4132255623730943
MP,314.114509052780,1.4132255623730943
BH,345.032125249476,1.4132255623730943
AG,344.878364654922,1.4132265623730942
TG,1125.93347268657,1.4132265623730942
AT,1243.13263282357,1.4132265623730942
RO,313.974571355611,1.4132265623730942
SO,574.034285358756,1.4132265623730942
RS,546.044436944447,1.4132265623730942
MP,313.974571355776,1.4132265623730942
BH,344.878364654979,1.4132265623730942
AG,344.724604211286,1.413227562373094
TG,1125.43389937747,1.413227562373094
AT,1242.57974433872,1.413227562373094
RO,313.834633755986,1.413227562373094
SO,573.779652863263,1.413227562373094
RS,545.801040881425,1.413227562373094
MP,313.834633755826,1.413227562373094
BH,344.724604210999,1.413227562373094
AG,344.570843917588,1.413228562373094
TG,1124.93432437025,1.413228562373094
AT,1242.02685515539,1.413228562373094
RO,313.694696253616,1.413228562373094
SO,573.525019451476,1.413228562373094
RS,545.557645009360,1.413228562373094
MP,313.694696253373,1.413228562373094
BH,344.570843917744,1.413228562373094
AG,344.417083774830,1.413229562373094
TG,1124.43474766534,1.413229562373094
AT,1241.47396527374,1.413229562373094
RO,313.554758848280,1.413229562373094
SO,573.270385123480,1.413229562373094
RS,545.314249328249,1.413229562373094
MP,313.554758848331,1.413229562373094
BH,344.417083774746,1.413229562373094
AG,344.263323782507,1.4132305623730939
TG,1123.93516926272,1.4132305623730939
AT,1240.92107469391,1.4132305623730939
RO,313.414821540310,1.4132305623730939
SO,573.015749879782,1.4132305623730939
RS,545.070853838205,1.4132305623730939
MP,313.414821540251,1.4132305623730939
BH,344.263323782531,1.4132305623730939
AG,344.109563941031,1.4132315623730938
TG,1123.43558916200,1.4132315623730938
AT,1240.36818341575,1.4132315623730938
RO,313.274884329288,1.4132315623730938
SO,572.761113719821,1.4132315623730938
RS,544.827458538918,1.4132315623730938
MP,313.274884329394,1.4132315623730938
BH,344.109563940981,1.4132315623730938
AG,343.955804249667,1.4132325623730937
TG,1122.93600736426,1.4132325623730937
AT,1239.81529143992,1.4132325623730937
RO,313.134947215714,1.4132325623730937
SO,572.506476644166,1.4132325623730937
RS,544.584063430857,1.4132325623730937
MP,313.134947215678,1.4132325623730937
BH,343.955804249833,1.4132325623730937
AG,343.802044709345,1.4132335623730936
TG,1122.43642386846,1.4132335623730936
AT,1239.26239876604,1.4132335623730936
RO,312.995010199284,1.4132335623730936
SO,572.251838652206,1.4132335623730936
RS,544.340668513686,1.4132335623730936
MP,312.995010199267,1.4132335623730936
