x1,y1,z1,x2,y2,z2
,,,1.047197551,7806,2
,,,1.910629385,6242,2
,,,1.910629385,6243,2
,,,1.910629385,6244,2
,,,1.910629385,6245,2
,,,1.910629385,6246,4
,,,1.910629385,6247,4
,,,1.910629385,6632,2
,,,1.910629385,6633,2
,,,1.910629385,6634,2
,,,1.910629385,6635,2
,,,1.910629385,6636,2
,,,1.910629385,6637,2
,,,1.910629385,6638,2
,,,1.910629385,1562,2
,,,1.910629385,1563,2
,,,1.910629385,1564,2
,,,1.910629385,1565,2
,,,1.910629385,1566,2
,,,1.910629385,1567,2
,,,1.910629385,1568,2
,,,1.910629385,1176,2
,,,1.910629385,1177,2
,,,1.910629385,391,2
,,,1.910629385,392,2
,,,1.910629385,393,2
,,,1.910629385,394,2
,,,1.910629385,395,2
,,,1.910629385,396,2
,,,1.910629385,397,2
,,,1.910629385,7802,2
,,,1.910629385,7803,2
,,,1.910629385,7804,2
,,,1.910629385,7805,2
,,,1.910629385,7806,2
,,,1.910629385,7807,2
,,,1.910629385,4454,2
,,,1.910629385,4455,2
,,,1.910629385,1611,2
,,,1.910629385,1612,2
,,,1.910629385,1613,2
,,,1.910629385,1614,2
,,,1.910629385,1615,2
,,,1.910629385,1616,2
,,,1.910629385,1617,2
,,,1.910629385,1618,2
,,,1.910629385,1619,2
,,,1.910629385,1620,2
,,,1.910629385,1621,2
,,,1.910629385,1622,2
,,,1.910629385,1623,2
,,,1.910629385,1624,2
,,,1.910629385,1625,2
,,,1.910629385,1626,2
,,,1.910629385,1627,2
,,,1.910629385,1628,2
,,,1.910629385,1629,2
,,,1.910629385,1630,2
,,,1.910629385,1631,2
,,,1.910629385,1632,6
,,,1.910629385,1633,6
,,,1.910629385,1634,6
,,,1.910629385,1635,6
,,,1.910629385,1636,6
,,,1.910629385,1637,6
1.910629385,1638,8,,,
1.910629385,1639,8,,,
,,,1.910629385,1640,4
,,,1.910629385,1641,4
,,,1.910629385,1642,4
,,,1.910629385,1643,4
,,,1.910629385,1644,4
,,,1.910629385,1645,4
,,,1.910629385,1646,4
,,,1.910629385,1647,4
,,,1.910629385,1648,4
,,,1.910629385,1649,4
,,,1.910629385,1650,4
,,,1.910629385,1651,4
,,,1.910629385,1652,4
,,,1.910629385,1653,4
,,,1.910629385,1654,4
,,,1.910629385,1655,4
,,,1.910629385,1656,4
,,,1.910629385,1657,4
,,,1.910629385,1658,4
,,,1.910629385,1659,4
,,,1.910629385,1660,4
,,,1.910629385,1661,4
,,,1.910629385,1662,4
,,,1.910629385,1663,4
,,,1.910629385,1048,2
,,,1.910629385,1049,2
,,,1.910629385,7264,2
,,,1.910629385,7265,2
,,,1.910629385,7266,2
,,,1.910629385,7267,2
,,,1.910629385,7268,2
,,,1.910629385,7269,2
,,,1.910629385,7270,4
,,,1.910629385,7271,4
,,,1.910629385,5400,2
,,,1.910629385,5401,2
,,,1.910629385,5478,2
