SEGMENT,DISTANCE,ANGLE
HN,51393.7214110561,1.133
AG,50836.5187259774,1.134
HN,50836.5180939870,1.134
AG,16542.9201986489,1.198
HN,16542.9199654625,1.198
AG,16029.3967625137,1.199
HN,16029.3965361293,1.199
AG,15516.5876167675,1.2
HN,15516.5873972034,1.2
AG,15004.4939547039,1.201
HN,15004.4937419787,1.201
AG,14493.1169626447,1.202
HN,14493.1167567750,1.202
AG,13982.4578204869,1.203
HN,13982.4576214888,1.203
AG,13472.5177138656,1.204
HN,13472.5175217580,1.204
AG,14369.1906716706,1.261
HN,14369.1904435464,1.261
AG,14835.5512386526,1.262
HN,14835.5510026874,1.262
AG,15301.1305641073,1.263
HN,15301.1303202865,1.263
AG,15765.9277328481,1.264
HN,15765.9274811555,1.264
AG,16229.9418151486,1.265
HN,16229.9415555691,1.265
AG,16693.1718924001,1.266
HN,16693.1716249174,1.266
AG,17155.6170527768,1.267
HN,17155.6167773773,1.267
AG,332.918436177615,1.23028
HN,332.918431186144,1.23028
AG,328.015871212103,1.23029
HN,328.015866296418,1.23029
AG,323.113373419262,1.2303
HN,323.113368574627,1.2303
AG,318.210958675428,1.23031
HN,318.210953904069,1.23031
AG,313.308615102133,1.23032
HN,313.308610404661,1.23032
AG,308.406346192948,1.23033
HN,308.406341569371,1.23033
AG,303.504154573929,1.23034
HN,303.504150024900,1.23034
AG,127.075146030043,1.2307
HN,127.075144125183,1.2307
AG,122.175724948105,1.23071
HN,122.175723117598,1.23071
AG,117.276381258127,1.23072
HN,117.276379498678,1.23072
AG,112.377110724850,1.23073
HN,112.377109039772,1.23073
AG,107.477917894686,1.23074
HN,107.477916282597,1.23074
AG,102.578800036975,1.23075
HN,102.578798496999,1.23075
AG,97.6797583083888,1.23076
HN,97.6797568433135,1.23076
AG,181.441693830786,1.23133
HN,181.441691107823,1.23133
AG,186.336382718349,1.23134
HN,186.336379918836,1.23134
AG,191.231000413448,1.23135
HN,191.230997541410,1.23135
AG,196.125540662796,1.23136
HN,196.125537716616,1.23136
AG,201.020007454050,1.23137
HN,201.020004434811,1.23137
AG,205.914395835756,1.23138
HN,205.914392743475,1.23138
AG,210.808711060457,1.23139
HN,210.808707893584,1.23139
AG,421.193247969213,1.23182
HN,421.193241638475,1.23182
AG,426.084257439181,1.23183
HN,426.084251032991,1.23183
AG,430.975187989445,1.23184
HN,430.975181508421,1.23184
AG,435.866055041925,1.23185
HN,435.866048489521,1.23185
AG,440.756839007608,1.23186
HN,440.756832380183,1.23186
AG,445.647551216986,1.23187
HN,445.647544515644,1.23187
AG,450.538187907982,1.23188
HN,450.538181134615,1.23188
AG,2.55520750073069,1.2309542
HN,2.55520746288665,1.2309542
AG,2.50623210104533,1.2309543
HN,2.50623206258394,1.2309543
AG,2.45725716356481,1.2309544
HN,2.45725712513968,1.2309544
AG,2.40827842366897,1.2309545
HN,2.40827838722361,1.2309545
AG,2.35930641888179,1.2309546
HN,2.35930638310661,1.2309546
AG,2.31033056502483,1.2309547
HN,2.31033053095144,1.2309547
AG,2.26135474165342,1.2309548
HN,2.26135470874043,1.2309548
AG,0.187407302207255,1.2309598
HN,0.187407298220864,1.2309598
AG,0.236383296104706,1.2309599
HN,0.236383293145996,1.2309599
AG,0.285357173970233,1.23096
HN,0.285357169732189,1.23096
AG,0.334334321936943,1.2309601
HN,0.334334317773081,1.2309601
AG,0.383306938541523,1.2309602
HN,0.383306933355582,1.2309602
AG,0.432283300315766,1.2309603
HN,0.432283293171094,1.2309603
AG,0.481260277830774,1.2309604
HN,0.481260269858876,1.2309604
AG,2.58717661685257,1.2309647
HN,2.58717657753619,1.2309647
AG,2.63615407274597,1.2309648
HN,2.63615403455283,1.2309648
AG,2.68512828124990,1.2309649
HN,2.68512824070179,1.2309649
AG,2.73409972248500,1.230965
HN,2.73409968171048,1.230965
AG,2.78307464439542,1.2309651
HN,2.78307460204358,1.2309651
AG,2.83205063901137,1.2309652
HN,2.83205059628527,1.2309652
AG,2.88102627822875,1.2309653
HN,2.88102623469303,1.2309653
AG,4.98692795433602,1.2309696
HN,4.98692788056791,1.2309696
AG,5.03590153972722,1.2309697
HN,5.03590146471761,1.2309697
AG,5.08487420311222,1.2309698
HN,5.08487412547124,1.2309698
AG,5.13384987112441,1.2309699
HN,5.13384979332202,1.2309699
AG,5.18282498678990,1.23097
HN,5.18282490805011,1.23097
AG,0.0403260930599003,1.230959335
HN,0.0403260931148597,1.230959335
AG,0.0398348842561613,1.230959336
HN,0.0398348848300244,1.230959336
AG,0.0393466854859898,1.230959337
HN,0.0393466835427277,1.230959337
AG,0.0388556133212051,1.230959338
HN,0.0388556116539251,1.230959338
AG,0.0383661611046568,1.230959339
HN,0.0383661622492003,1.230959339
AG,0.0378775672079769,1.23095934
HN,0.0378775672657577,1.23095934
AG,0.0373882054611386,1.230959341
HN,0.0373882053496788,1.230959341
AG,0.0300429640235372,1.230959356
HN,0.0300429643581641,1.230959356
AG,0.0295508698989259,1.230959357
HN,0.0295508712658028,1.230959357
AG,0.0290624262314455,1.230959358
HN,0.0290624259644120,1.230959358
AG,0.0285718973004292,1.230959359
HN,0.0285718950562979,1.230959359
AG,0.0280818057605303,1.23095936
HN,0.0280818063963600,1.23095936
AG,0.0275947277487371,1.230959361
HN,0.0275947264471067,1.230959361
AG,0.0271028236440490,1.230959362
HN,0.0271028229370628,1.230959362
AG,0.0213827029465096,1.230959461
HN,0.0213827024698552,1.230959461
AG,0.0218723779037619,1.230959462
HN,0.0218723775696969,1.230959462
AG,0.0223629790078330,1.230959463
HN,0.0223629773638713,1.230959463
AG,0.0228513273833027,1.230959464
HN,0.0228513259475273,1.230959464
AG,0.0233398991982585,1.230959465
HN,0.0233398981013774,1.230959465
AG,0.0238309930356384,1.230959466
HN,0.0238309926790716,1.230959466
AG,0.0243196978410657,1.230959467
HN,0.0243196981550251,1.230959467
AG,4.26935627440265,1.2309507
HN,4.26935621028817,1.2309507
AG,4.22037795833801,1.2309508
HN,4.22037789621079,1.2309508
AG,4.17140374426196,1.2309509
HN,4.17140368214243,1.2309509
AG,4.12242819672230,1.230951
HN,4.12242813489577,1.230951
AG,4.07345179361189,1.2309511
HN,4.07345173106953,1.2309511
AG,4.02447588372010,1.2309512
HN,4.02447582263981,1.2309512
AG,3.97549863166574,1.2309513
HN,3.97549857116531,1.2309513
AG,1.86955052841752,1.2309556
HN,1.86955050006367,1.2309556
AG,1.82057622359170,1.2309557
HN,1.82057619669657,1.2309557
AG,1.77160224142859,1.2309558
HN,1.77160221393487,1.2309558
AG,1.72262400282239,1.2309559
HN,1.72262397595685,1.2309559
AG,1.67364936292219,1.230956
HN,1.67364933764197,1.230956
AG,1.62467620148435,1.2309561
HN,1.62467617776881,1.2309561
AG,1.57569927600064,1.2309562
HN,1.57569925262793,1.2309562
AG,1.21588293449924,1.2309619
HN,1.21588291443582,1.2309619
AG,1.26485744636308,1.230962
HN,1.26485742783060,1.230962
AG,1.31382966155508,1.2309621
HN,1.31382964050672,1.2309621
AG,1.36280492637757,1.2309622
HN,1.36280490514191,1.2309622
AG,1.41178292155572,1.2309623
HN,1.41178290100704,1.2309623
AG,1.46075538013531,1.2309624
HN,1.46075535656853,1.2309624
AG,1.50973226044716,1.2309625
HN,1.50973223729864,1.2309625
AG,3.95846344763580,1.2309675
HN,3.95846338771901,1.2309675
AG,4.00744132920633,1.2309676
HN,4.00744127058146,1.2309676
AG,4.05641509579261,1.2309677
HN,4.05641503503509,1.2309677
AG,4.10538866361467,1.2309678
HN,4.10538860218865,1.2309678
AG,4.15436627605476,1.2309679
HN,4.15436621265338,1.2309679
AG,4.20334057762902,1.230968
HN,4.20334051561389,1.230968
AG,4.25231144066897,1.2309681
HN,4.25231137676696,1.2309681
AG,70124.1667735977,1.0999999999999999
HN,70124.1659598977,1.0999999999999999
AG,69547.0691914147,1.101
HN,69547.0683827531,1.101
AG,68970.5499217388,1.102
HN,68970.5491181365,1.102
AG,68394.6105358312,1.103
HN,68394.6097373064,1.103
AG,67819.2525990526,1.104
HN,67819.2518056216,1.104
AG,67244.4776829089,1.105
HN,67244.4768945936,1.105
AG,66670.2873407034,1.106
HN,66670.2865575191,1.106
AG,12963.2978148659,1.205
HN,12963.2976296636,1.205
AG,12454.7992932646,1.206
HN,12454.7991149867,1.206
AG,11947.0233224434,1.207
HN,11947.0231511071,1.207
AG,11439.9710529239,1.208
HN,11439.9708885456,1.208
AG,10933.6436554661,1.209
HN,10933.6434980618,1.209
AG,10428.0422782774,1.21
HN,10428.0421278650,1.21
AG,9923.16807779037,1.211
HN,9923.16793438672,1.211
AG,4396.84172504113,1.24
HN,4396.84165791875,1.24
AG,4879.38639681456,1.241
HN,4879.38632218321,1.241
AG,5361.17029250373,1.242
HN,5361.17021034969,1.242
AG,5842.19240244138,1.243
HN,5842.19231274918,1.243
AG,6322.45171583094,1.244
HN,6322.45161858644,1.244
AG,6801.94721291203,1.245
HN,6801.94710809384,1.245
AG,7280.67789685246,1.246
HN,7280.67778444643,1.246
AG,30221.1290789644,1.296
HN,30221.1285673485,1.296
AG,30659.6225663199,1.297
HN,30659.6220463360,1.297
AG,31097.3049092202,1.298
HN,31097.3043808534,1.298
AG,31534.1753280693,1.299
HN,31534.1747913073,1.299
AG,3.92652817111944,1.2309514
HN,3.92652811184200,1.2309514
AG,3.87754914883588,1.2309515
HN,3.87754909096785,1.2309515
AG,3.82856993874649,1.2309516
HN,3.82856988169810,1.2309516
AG,3.77959628413105,1.2309517
HN,3.77959622823141,1.2309517
AG,3.73062143253587,1.2309518
HN,3.73062137622754,1.2309518
AG,3.68164385418770,1.2309519
HN,3.68164379817466,1.2309519
AG,3.63267392669734,1.230952
HN,3.63267387229999,1.230952
AG,0.841070615008029,1.2309577
HN,0.841070601476335,1.2309577
AG,0.792096396949598,1.2309578
HN,0.792096385806729,1.2309578
AG,0.743122271775708,1.2309579
HN,0.743122260921627,1.2309579
AG,0.694146499516562,1.230958
HN,0.694146489768626,1.230958
AG,0.645170866944465,1.2309581
HN,0.645170856327142,1.2309581
AG,0.596192618337446,1.2309582
HN,0.596192610859335,1.2309582
AG,0.547221039918798,1.2309583
HN,0.547221030610974,1.2309583
AG,1.90152680224401,1.2309633
HN,1.90152677341651,1.2309633
AG,1.95050442987532,1.2309634
HN,1.95050440124477,1.2309634
AG,1.99948099991760,1.2309635
HN,1.99948096873452,1.2309635
AG,2.04845600384974,1.2309636
HN,2.04845597372363,1.2309636
AG,2.09742888110471,1.2309637
HN,2.09742884952231,1.2309637
AG,2.14640481997708,1.2309638
HN,2.14640478954213,1.2309638
AG,2.19537603925829,1.2309639
HN,2.19537600546414,1.2309639
AG,4.30128671222586,1.2309682
HN,4.30128664812275,1.2309682
AG,4.35026099039030,1.2309683
HN,4.35026092440703,1.2309683
AG,4.39923544684155,1.2309684
HN,4.39923538085569,1.2309684
AG,4.44821018921942,1.2309685
HN,4.44821012314697,1.2309685
AG,4.49718531040553,1.2309686
HN,4.49718524175904,1.2309686
AG,4.54615823708426,1.2309687
HN,4.54615816944858,1.2309687
AG,4.59513532172749,1.2309688
HN,4.59513525122378,1.2309688
AG,0.0437562795586449,1.230959328
HN,0.0437562794668692,1.230959328
AG,0.0432653095306163,1.230959329
HN,0.0432653093725410,1.230959329
AG,0.0427786733962642,1.23095933
HN,0.0427786739181309,1.23095933
AG,0.0422833905788744,1.230959331
HN,0.0422833901776711,1.230959331
AG,0.0417967942262869,1.230959332
HN,0.0417967935974660,1.230959332
AG,0.0413048431941823,1.230959333
HN,0.0413048440250256,1.230959333
AG,0.0408161126171182,1.230959334
HN,0.0408161133404971,1.230959334
AG,0.0197559250990406,1.230959377
HN,0.0197559263121869,1.230959377
AG,0.0192693767007643,1.230959378
HN,0.0192693744062047,1.230959378
AG,0.0187779056297313,1.230959379
HN,0.0187779061167704,1.230959379
AG,0.0182858676369030,1.23095938
HN,0.0182858679937110,1.23095938
AG,0.0177978769792061,1.230959381
HN,0.0177978763846830,1.230959381
AG,0.0173069199945213,1.230959382
HN,0.0173069190332686,1.230959382
AG,0.0168196714097814,1.230959383
HN,0.0168196715967900,1.230959383
AG,0.0113978153898523,1.23095944
HN,0.0113974800455412,1.23095944
AG,0.0118985174703848,1.230959441
HN,0.0118981661007988,1.230959441
AG,0.0120769274698912,1.230959442
HN,0.0120769275319264,1.230959442
AG,0.0125677565249441,1.230959443
HN,0.0125677560822384,1.230959443
AG,0.0130554078562167,1.230959444
HN,0.0130554076764680,1.230959444
AG,0.0135470950145678,1.230959445
HN,0.0135470949209161,1.230959445
AG,0.0140355966113834,1.230959446
HN,0.0140355965108215,1.230959446
AG,0.0385235787604255,1.230959496
HN,0.0385235773169942,1.230959496
AG,0.0390160450256881,1.230959497
HN,0.0390160447080192,1.230959497
AG,0.0395017237301581,1.230959498
HN,0.0395017219158700,1.230959498
AG,0.0399930939846061,1.230959499
