SEGMENT,DISTANCE,ANGLE
SO,0.0586655221097998,1.415472073620
RS,0.0522083949681388,1.415472073620
MP,0.0115680778475859,1.415472073620
BH,0.0124431357338769,1.415472073620
AG,0.0125000377884342,1.415472073627
TG,0.0825362961677613,1.415472073627
AT,0.0781239602763042,1.415472073627
RO,0.0120340193637509,1.415472073627
SO,0.0485852347975751,1.415472073627
RS,0.0373224524842228,1.415472073627
MP,0.0116110668027468,1.415472073627
BH,0.0127708314208830,1.415472073627
AG,0.0125690014630575,1.415472073633
TG,0.0922070318222946,1.415472073633
AT,0.0971815121153660,1.415472073633
RO,0.0114959690947592,1.415472073633
SO,0.0579957972700084,1.415472073633
RS,0.0589487050037276,1.415472073633
MP,0.0114862791820197,1.415472073633
BH,0.0123041202516532,1.415472073633
AG,0.0128604097006782,1.415472073639
TG,0.0538353413434823,1.415472073639
AT,0.0565493117847303,1.415472073639
RO,0.0118096096065156,1.415472073639
SO,0.0415086706136661,1.415472073639
RS,0.0431679832223128,1.415472073639
MP,0.0114942879690529,1.415472073639
BH,0.0125562095279907,1.415472073639
AG,0.0124881849151031,1.4154720736302
TG,0.124616652277700,1.4154720736302
AT,0.128259540309776,1.4154720736302
RO,0.0115647598471617,1.4154720736302
SO,0.0733822253617725,1.4154720736302
RS,0.0684668711062191,1.4154720736302
MP,0.0115075789862896,1.4154720736302
BH,0.0125954723204499,1.4154720736302
AG,0.0129821888055154,1.4154720736310
TG,0.137122401136329,1.4154720736310
AT,0.144959171251484,1.4154720736310
RO,0.0116008854218182,1.4154720736310
SO,0.0842163641719422,1.4154720736310
RS,0.0820545544150930,1.4154720736310
MP,0.0114310300676812,1.4154720736310
BH,0.0126306753497868,1.4154720736310
AG,0.0125424891719965,1.4154720736303
TG,0.0604630502746216,1.4154720736303
AT,0.0671860975729997,1.4154720736303
RO,0.0119287505576322,1.4154720736303
SO,0.0376753425038585,1.4154720736303
RS,0.0394607541918187,1.4154720736303
MP,0.0115628412659314,1.4154720736303
BH,0.0127230272463444,1.4154720736303
AG,0.0123672357223364,1.4154720736311
TG,0.0816475290328472,1.4154720736311
AT,0.0869981828809880,1.4154720736311
RO,0.0118165267128610,1.4154720736311
SO,0.0523002892135142,1.4154720736311
RS,0.0556027274985691,1.4154720736311
MP,0.0115132495418181,1.4154720736311
BH,0.0130623359325555,1.4154720736311
AG,0.0107787827496973,1.415472064
TG,0.0523557267464991,1.415472064
AT,0.0585350968670667,1.415472064
RO,0.0107182253421780,1.415472064
SO,0.0504555146006879,1.415472064
RS,0.0610262969806088,1.415472064
MP,0.0101874425657322,1.415472064
BH,0.0108014403768431,1.415472064
AG,0.0122493964322566,1.415472068
TG,0.0808533180865716,1.415472068
AT,0.0793595834160418,1.415472068
RO,0.0116471849647846,1.415472068
SO,0.0473774050451950,1.415472068
RS,0.0375925522681139,1.415472068
MP,0.0107745341900098,1.415472068
BH,0.0118238812267310,1.415472068
AG,0.0128126311908141,1.415472075
TG,0.0709709800552134,1.415472075
AT,0.0735315144121199,1.415472075
RO,0.0119594066483764,1.415472075
SO,0.0383019893717802,1.415472075
RS,0.0359046973624094,1.415472075
MP,0.0116611014337854,1.415472075
BH,0.0129996427974613,1.415472075
AG,0.0101601787123794,1.415472060
TG,0.0838041133212369,1.415472060
AT,0.0886062364701892,1.415472060
RO,0.00971093933309679,1.415472060
SO,0.0591413929797767,1.415472060
RS,0.0597808566387261,1.415472060
MP,0.00959155714732668,1.415472060
BH,0.0102488095737255,1.415472060
AG,0.0114366028197450,1.415472066
TG,0.0553859888804284,1.415472066
AT,0.0477963974993904,1.415472066
RO,0.0115653289439367,1.415472066
SO,0.0376181480647123,1.415472066
RS,0.0318761914286442,1.415472066
MP,0.0104458637408190,1.415472066
BH,0.0110756940313350,1.415472066
AG,0.0119381180357828,1.415472072
TG,0.0955884133039872,1.415472072
AT,0.100384474056039,1.415472072
RO,0.0117494539111011,1.415472072
SO,0.0565512244470781,1.415472072
RS,0.0512984330590953,1.415472072
MP,0.0112151424685606,1.415472072
BH,0.0119024526729354,1.415472072
AG,0.0128815389515157,1.415472078
TG,0.0724472565679501,1.415472078
AT,0.0664496098297361,1.415472078
RO,0.0120911584016869,1.415472078
SO,0.0420592954202933,1.415472078
RS,0.0331202220068080,1.415472078
MP,0.0121753558676699,1.415472078
BH,0.0137172557052324,1.415472078
AG,0.0126901316295631,1.4154720736301
TG,0.0692022211537027,1.4154720736301
AT,0.0814154575476921,1.4154720736301
RO,0.0127764080035435,1.4154720736301
SO,0.0366489776881189,1.4154720736301
RS,0.0482393476911423,1.4154720736301
MP,0.0115222522652588,1.4154720736301
BH,0.0127309555036811,1.4154720736301
AG,0.0121217950416975,1.4154720736307
TG,0.0669389479605427,1.4154720736307
AT,0.0635281293878794,1.4154720736307
RO,0.0121677910538472,1.4154720736307
SO,0.0463906784223115,1.4154720736307
RS,0.0346987516932510,1.4154720736307
MP,0.0115490949920118,1.4154720736307
BH,0.0122875535040992,1.4154720736307
AG,0.0126223285273545,1.4154720736300
TG,0.0971370189096614,1.4154720736300
AT,0.101943287060878,1.4154720736300
RO,0.0117331655271171,1.4154720736300
SO,0.0455300025809084,1.4154720736300
RS,0.0488893527510327,1.4154720736300
MP,0.0115269741468215,1.4154720736300
BH,0.0130243225188020,1.4154720736300
AG,0.0128648049843464,1.4154720736306
TG,0.101280987577888,1.4154720736306
AT,0.107344210179001,1.4154720736306
RO,0.0123517238520065,1.4154720736306
SO,0.0631382350318722,1.4154720736306
RS,0.0612961709406076,1.4154720736306
MP,0.0114457017096819,1.4154720736306
BH,0.0124231353669467,1.4154720736306
AG,0.0127558054348914,1.415472073621
TG,0.0202293506842256,1.415472073621
AT,0.0328977415980014,1.415472073621
RO,0.0116133117274832,1.415472073621
SO,0.0165845000334304,1.415472073621
RS,0.0267625085415308,1.415472073621
MP,0.0115643732658080,1.415472073621
BH,0.0125950094523583,1.415472073621
AG,0.0126223285273545,1.415472073630
TG,0.0971370189096614,1.415472073630
AT,0.101943287060878,1.415472073630
RO,0.0117331655271171,1.415472073630
SO,0.0455300025809084,1.415472073630
RS,0.0488893527510327,1.415472073630
MP,0.0115269741468215,1.415472073630
BH,0.0130243225188020,1.415472073630
AG,0.0124713346764738,1.415472073637
TG,0.0908319941062858,1.415472073637
AT,0.0980561192698430,1.415472073637
RO,0.0117262330553882,1.415472073637
SO,0.0549715263592635,1.415472073637
RS,0.0530165593170803,1.415472073637
MP,0.0114848032889505,1.415472073637
BH,0.0123665404732645,1.415472073637
AG,0.0107564131215049,1.415472061
TG,0.0928896838054329,1.415472061
AT,0.0962211605481904,1.415472061
RO,0.00966139832257962,1.415472061
SO,0.0613962569875386,1.415472061
RS,0.0577762754493254,1.415472061
MP,0.00964990576490778,1.415472061
BH,0.0105167862341520,1.415472061
AG,0.0120047419985261,1.415472070
TG,0.0629934850024004,1.415472070
AT,0.0675772651159231,1.415472070
RO,0.0111953684462750,1.415472070
SO,0.0377305414453261,1.415472070
RS,0.0368998196607133,1.415472070
MP,0.0110418670852782,1.415472070
BH,0.0117986528120440,1.415472070
AG,0.0129449972043259,1.415472076
TG,0.0459758019040289,1.415472076
AT,0.0587581596338403,1.415472076
RO,0.0123028590033179,1.415472076
SO,0.0289244631568528,1.415472076
RS,0.0409028422615650,1.415472076
MP,0.0118203069700576,1.415472076
BH,0.0124545470733444,1.415472076
AG,0.0121976575530505,1.4154720730
TG,0.0789234130060827,1.4154720730
AT,0.0892421459519412,1.4154720730
RO,0.0116170008641309,1.4154720730
SO,0.0546455662278605,1.4154720730
RS,0.0590300775474817,1.4154720730
MP,0.0114655771619781,1.4154720730
BH,0.0128167948924470,1.4154720730
AG,0.0125869189540670,1.4154720740
TG,0.109905610663346,1.4154720740
AT,0.106030655348715,1.4154720740
RO,0.0116274429178569,1.4154720740
SO,0.0643256199440136,1.4154720740
RS,0.0549203954576531,1.4154720740
MP,0.0115229135769083,1.4154720740
BH,0.0123445151719528,1.4154720740
AG,0.0125968941968727,1.4154720746
TG,0.0870246536735084,1.4154720746
AT,0.0903521324827016,1.4154720746
RO,0.0119562449979738,1.4154720746
SO,0.0472948655201649,1.4154720746
RS,0.0469380997334525,1.4154720746
MP,0.0115893161731834,1.4154720746
BH,0.0130555663574397,1.4154720746
AG,0.0122927897564679,1.415472073625
TG,0.0543773566394762,1.415472073625
AT,0.0621509676562707,1.415472073625
RO,0.0117090824806669,1.415472073625
SO,0.0366254969722463,1.415472073625
RS,0.0480996718236023,1.415472073625
MP,0.0114953102147989,1.415472073625
BH,0.0125297006328318,1.415472073625
AG,0.0126531519841848,1.415472073628
TG,0.0973902502006993,1.415472073628
AT,0.0967112710817008,1.415472073628
RO,0.0115672452693249,1.415472073628
SO,0.0602519164022819,1.415472073628
RS,0.0518155258275550,1.415472073628
MP,0.0115113116118932,1.415472073628
BH,0.0126880771118663,1.415472073628
AG,0.0127810822725329,1.415472073635
TG,0.0544703836070673,1.415472073635
AT,0.0672428043765190,1.415472073635
RO,0.0115454693736919,1.415472073635
SO,0.0315790901105836,1.415472073635
RS,0.0408206436157206,1.415472073635
MP,0.0114717969770767,1.415472073635
BH,0.0123742894375438,1.415472073635
AG,0.0130211936571868,1.4154720736304
TG,0.0453313249492998,1.4154720736304
AT,0.0480271647365414,1.4154720736304
RO,0.0116564634281431,1.4154720736304
SO,0.0390716838807070,1.4154720736304
RS,0.0491305285444772,1.4154720736304
MP,0.0114035815428606,1.4154720736304
BH,0.0120897514974258,1.4154720736304
AG,0.0132819277547940,1.4154720736308
TG,0.0561910688425520,1.4154720736308
AT,0.0687277337112637,1.4154720736308
RO,0.0117164827283647,1.4154720736308
SO,0.0352439908863817,1.4154720736308
RS,0.0381872521590457,1.4154720736308
MP,0.0115374082619169,1.4154720736308
BH,0.0129827549331439,1.4154720736308
AG,0.0125369088933007,1.4154720736305
TG,0.0783545937620881,1.4154720736305
AT,0.0719894370198624,1.4154720736305
RO,0.0115152591620307,1.4154720736305
SO,0.0424427460662189,1.4154720736305
RS,0.0411687172666366,1.4154720736305
MP,0.0114583819155620,1.4154720736305
BH,0.0130171745121686,1.4154720736305
AG,0.0128953911343272,1.4154720736309
TG,0.0507916613110050,1.4154720736309
AT,0.0521233218360707,1.4154720736309
RO,0.0117578320788058,1.4154720736309
SO,0.0249215754890454,1.4154720736309
RS,0.0190615607436081,1.4154720736309
MP,0.0114877535134913,1.4154720736309
BH,0.0126721396768398,1.4154720736309
AG,0.0123735114224974,1.415472073622
TG,0.0835925425091568,1.415472073622
AT,0.0848974807335283,1.415472073622
RO,0.0115373579553212,1.415472073622
SO,0.0508998575348744,1.415472073622
RS,0.0458768480770278,1.415472073622
MP,0.0114369576412150,1.415472073622
BH,0.0126069320686078,1.415472073622
AG,0.0132115972722101,1.415472073626
TG,0.0486093249721848,1.415472073626
AT,0.0530210292428700,1.415472073626
RO,0.0116183187667510,1.415472073626
SO,0.0370385652850859,1.415472073626
RS,0.0381063472404557,1.415472073626
MP,0.0114345200546937,1.415472073626
BH,0.0124968054013062,1.415472073626
AG,0.0123436054840115,1.415472073632
TG,0.0670137718250713,1.415472073632
AT,0.0700781334582680,1.415472073632
RO,0.0118215443659786,1.415472073632
SO,0.0285730743220097,1.415472073632
RS,0.0305582166329822,1.415472073632
MP,0.0114193519698590,1.415472073632
BH,0.0121991148044752,1.415472073632
AG,0.0125605119866624,1.415472073638
TG,0.128701948713457,1.415472073638
AT,0.127094438471615,1.415472073638
RO,0.0119729080770457,1.415472073638
SO,0.0780176870611930,1.415472073638
RS,0.0674326287607215,1.415472073638
MP,0.0115249784609671,1.415472073638
BH,0.0127181872399249,1.415472073638
AG,0.0123859639164197,1.41547207360
TG,0.0353605086589700,1.41547207360
AT,0.0378808669998325,1.41547207360
RO,0.0115159765112472,1.41547207360
SO,0.0209363834856440,1.41547207360
RS,0.0245352260256991,1.41547207360
MP,0.0114100191800454,1.41547207360
BH,0.0130426474480521,1.41547207360
AG,0.0127831318874805,1.41547207371
TG,0.0268392457329312,1.41547207371
AT,0.0276029766695352,1.41547207371
RO,0.0121687997289018,1.41547207371
SO,0.0241957063085871,1.41547207371
RS,0.0310986258935100,1.41547207371
MP,0.0115089021723285,1.41547207371
BH,0.0127301034521773,1.41547207371
AG,0.0122728736856512,1.41547207377
TG,0.0852030804225554,1.41547207377
AT,0.0841790602049289,1.41547207377
RO,0.0114944548209377,1.41547207377
SO,0.0514489504904083,1.41547207377
RS,0.0453777534073413,1.41547207377
MP,0.0115388119880221,1.41547207377
BH,0.0130404404770977,1.41547207377
AG,0.146917469069846,1.41547295
TG,0.516878829929663,1.41547295
AT,0.560312807770905,1.41547295
RO,0.133941823117753,1.41547295
SO,0.262595264216064,1.41547295
RS,0.245598424485481,1.41547295
MP,0.134073176445966,1.41547295
BH,0.147102099954148,1.41547295
AG,0.150636265445506,1.41547297
TG,0.510219435714037,1.41547297
AT,0.545577382837126,1.41547297
RO,0.136655136287022,1.41547297
SO,0.253645235053155,1.41547297
RS,0.225213911005179,1.41547297
MP,0.136826592849523,1.41547297
BH,0.150450569371669,1.41547297
AG,0.00395083822340236,1.41547202
TG,0.0330863250208566,1.41547202
AT,0.0338339981710722,1.41547202
RO,0.00529947985278830,1.41547202
SO,0.0147193192118993,1.41547202
RS,0.0127290110651954,1.41547202
MP,0.00398767140508776,1.41547202
BH,0.00477244113623696,1.41547202
AG,0.0134646705275613,1.41547208
TG,0.103579054730613,1.41547208
AT,0.104464967412389,1.41547208
RO,0.0127280508709336,1.41547208
SO,0.0593599037281330,1.41547208
RS,0.0546266930195766,1.41547208
MP,0.0123723011498887,1.41547208
BH,0.0135554717658028,1.41547208
AG,0.0126889921864608,1.415472073624
TG,0.0913561666870740,1.415472073624
AT,0.0859708804893539,1.415472073624
RO,0.0122748205611232,1.415472073624
SO,0.0371029259480617,1.415472073624
RS,0.0303243360712994,1.415472073624
MP,0.0114992944318366,1.415472073624
BH,0.0121624567282765,1.415472073624
AG,0.0128467263284928,1.415472073631
TG,0.0319947219740066,1.415472073631
AT,0.0303048271103248,1.415472073631
RO,0.0115447465568527,1.415472073631
SO,0.0139586992940696,1.415472073631
RS,0.0123973550088545,1.415472073631
