0.39465735344178765	0.39584067435231396	0	7.184164715821998e-09
0.4726277213589677	0.471238898038469	385	9.692344659760094e-09
0.6133966405079044	0.6126105674500097	254	1.955577252677338e-08
0.6310521259241799	0.6314601233715484	133	1.035726993992828e-08
0.6721611191155842	0.6723008278682158	253	1.6707624983454405e-08
0.7604370293169294	0.7602654221687299	102	5.674657480235163e-09
0.8391186352879763	0.8388052385084748	191	2.0318764213160208e-08
0.9653372348362769	0.9644689446520666	390	1.88395302368466e-09
1.1071487177979564	1.1058406140636072	19	4.100053859730884e-09
1.2206108646622194	1.2220795422464297	280	3.795032901069484e-09
1.4650264152517911	1.4639821765728436	241	9.574556896153811e-09
2.034443901952502	2.035752039526186	117	6.0028662103648995e-05
2.119208604169764	2.12685822648029	307	2.5407433118942904e-08
2.3225812811502253	2.321636971002857	309	1.0535574346290654e-08
2.5158339083993853	2.5164157155254245	181	1.536603889523907e-08
